4  Block_4             45.04
step 11 layer number:0  UnitName  BlockTemperature
0  Block_0             47.34
1  Block_1             47.34
2  Block_2             58.20
3  Block_3             47.34
4  Block_4             47.34
layer number:1  UnitName  BlockTemperature
0  Block_0             45.89
1  Block_1             45.89
2  Block_2             47.39
3  Block_3             45.89
4  Block_4             45.89
layer number:2  UnitName  BlockTemperature
0  Block_0             45.05
1  Block_1             45.05
2  Block_2             45.10
3  Block_3             45.05
4  Block_4             45.05
step 12 layer number:0  UnitName  BlockTemperature
0  Block_0             47.46
1  Block_1             47.46
2  Block_2             58.40
3  Block_3             47.46
4  Block_4             47.46
layer number:1  UnitName  BlockTemperature
0  Block_0             46.00
1  Block_1             46.00
2  Block_2             47.59
3  Block_3             46.00
4  Block_4             46.00
layer number:2  UnitName  BlockTemperature
0  Block_0             45.06
1  Block_1             45.06
2  Block_2             45.12
3  Block_3             45.06
4  Block_4             45.06
step 13 layer number:0  UnitName  BlockTemperature
0  Block_0             47.57
1  Block_1             47.57
2  Block_2             58.61
3  Block_3             47.57
4  Block_4             47.57
layer number:1  UnitName  BlockTemperature
0  Block_0             46.11
1  Block_1             46.11
2  Block_2             47.79
3  Block_3             46.11
4  Block_4             46.11
layer number:2  UnitName  BlockTemperature
0  Block_0             45.07
1  Block_1             45.07
2  Block_2             45.14
3  Block_3             45.07
4  Block_4             45.07
step 14 layer number:0  UnitName  BlockTemperature
0  Block_0             47.67
1  Block_1             47.67
2  Block_2             58.78
3  Block_3             47.67
4  Block_4             47.67
layer number:1  UnitName  BlockTemperature
0  Block_0             46.21
1  Block_1             46.21
2  Block_2             47.95
3  Block_3             46.21
4  Block_4             46.21
layer number:2  UnitName  BlockTemperature
0  Block_0             45.08
1  Block_1             45.08
2  Block_2             45.16
3  Block_3             45.08
4  Block_4             45.08
step 15 layer number:0  UnitName  BlockTemperature
0  Block_0             47.77
1  Block_1             47.77
2  Block_2             58.95
3  Block_3             47.77
4  Block_4             47.77
layer number:1  UnitName  BlockTemperature
0  Block_0             46.31
1  Block_1             46.31
2  Block_2             48.11
3  Block_3             46.31
4  Block_4             46.31
layer number:2  UnitName  BlockTemperature
0  Block_0             45.09
1  Block_1             45.09
2  Block_2             45.18
3  Block_3             45.09
4  Block_4             45.09
step 16 layer number:0  UnitName  BlockTemperature
0  Block_0             47.88
1  Block_1             47.88
2  Block_2             59.12
3  Block_3             47.88
4  Block_4             47.88
layer number:1  UnitName  BlockTemperature
0  Block_0             46.41
1  Block_1             46.41
2  Block_2             48.27
3  Block_3             46.41
4  Block_4             46.41
layer number:2  UnitName  BlockTemperature
0  Block_0             45.11
1  Block_1             45.11
2  Block_2             45.20
3  Block_3             45.11
4  Block_4             45.11
step 17 layer number:0  UnitName  BlockTemperature
0  Block_0             47.97
1  Block_1             47.97
2  Block_2             59.26
3  Block_3             47.97
4  Block_4             47.97
layer number:1  UnitName  BlockTemperature
0  Block_0             46.50
1  Block_1             46.50
2  Block_2             48.41
3  Block_3             46.50
4  Block_4             46.50
layer number:2  UnitName  BlockTemperature
0  Block_0             45.12
1  Block_1             45.12
2  Block_2             45.23
3  Block_3             45.12
4  Block_4             45.12
step 18 layer number:0  UnitName  BlockTemperature
0  Block_0             48.06
1  Block_1             48.06
2  Block_2             59.40
3  Block_3             48.06
4  Block_4             48.06
layer number:1  UnitName  BlockTemperature
0  Block_0             46.59
1  Block_1             46.59
2  Block_2             48.55
3  Block_3             46.59
4  Block_4             46.59
layer number:2  UnitName  BlockTemperature
0  Block_0             45.14
1  Block_1             45.14
2  Block_2             45.25
3  Block_3             45.14
4  Block_4             45.14
step 19 layer number:0  UnitName  BlockTemperature
0  Block_0             48.15
1  Block_1             48.15
2  Block_2             59.54
3  Block_3             48.15
4  Block_4             48.15
layer number:1  UnitName  BlockTemperature
0  Block_0             46.68
1  Block_1             46.68
2  Block_2             48.68
3  Block_3             46.68
4  Block_4             46.68
layer number:2  UnitName  BlockTemperature
0  Block_0             45.15
1  Block_1             45.15
2  Block_2             45.27
3  Block_3             45.15
4  Block_4             45.15
step 20 layer number:0  UnitName  BlockTemperature
0  Block_0             48.24
1  Block_1             48.24
2  Block_2             59.66
3  Block_3             48.24
4  Block_4             48.24
layer number:1  UnitName  BlockTemperature
0  Block_0             46.76
1  Block_1             46.76
2  Block_2             48.80
3  Block_3             46.76
4  Block_4             46.76
layer number:2  UnitName  BlockTemperature
0  Block_0             45.17
1  Block_1             45.17
2  Block_2             45.29
3  Block_3             45.17
4  Block_4             45.17
step 21 layer number:0  UnitName  BlockTemperature
0  Block_0             48.32
1  Block_1             48.32
2  Block_2             59.78
3  Block_3             48.32
4  Block_4             48.32
layer number:1  UnitName  BlockTemperature
0  Block_0             46.85
1  Block_1             46.85
2  Block_2             48.92
3  Block_3             46.85
4  Block_4             46.85
layer number:2  UnitName  BlockTemperature
0  Block_0             45.18
1  Block_1             45.18
2  Block_2             45.32
3  Block_3             45.18
4  Block_4             45.18
step 22 layer number:0  UnitName  BlockTemperature
0  Block_0             48.41
1  Block_1             48.41
2  Block_2             59.90
3  Block_3             48.41
4  Block_4             48.41
layer number:1  UnitName  BlockTemperature
0  Block_0             46.93
1  Block_1             46.93
2  Block_2             49.03
3  Block_3             46.93
4  Block_4             46.93
layer number:2  UnitName  BlockTemperature
0  Block_0             45.20
1  Block_1             45.20
2  Block_2             45.34
3  Block_3             45.20
4  Block_4             45.20
step 23 layer number:0  UnitName  BlockTemperature
0  Block_0             48.48
1  Block_1             48.48
2  Block_2             60.00
3  Block_3             48.48
4  Block_4             48.48
layer number:1  UnitName  BlockTemperature
0  Block_0             47.00
1  Block_1             47.00
2  Block_2             49.13
3  Block_3             47.00
4  Block_4             47.00
layer number:2  UnitName  BlockTemperature
0  Block_0             45.22
1  Block_1             45.22
2  Block_2             45.36
3  Block_3             45.22
4  Block_4             45.22
step 24 layer number:0  UnitName  BlockTemperature
0  Block_0             48.56
1  Block_1             48.56
2  Block_2             60.11
3  Block_3             48.56
4  Block_4             48.56
layer number:1  UnitName  BlockTemperature
0  Block_0             47.08
1  Block_1             47.08
2  Block_2             49.24
3  Block_3             47.08
4  Block_4             47.08
layer number:2  UnitName  BlockTemperature
0  Block_0             45.23
1  Block_1             45.23
2  Block_2             45.38
3  Block_3             45.23
4  Block_4             45.23
step 25 layer number:0  UnitName  BlockTemperature
0  Block_0             48.64
1  Block_1             48.64
2  Block_2             60.21
3  Block_3             48.64
4  Block_4             48.64
layer number:1  UnitName  BlockTemperature
0  Block_0             47.15
1  Block_1             47.15
2  Block_2             49.34
3  Block_3             47.15
4  Block_4             47.15
layer number:2  UnitName  BlockTemperature
0  Block_0             45.25
1  Block_1             45.25
2  Block_2             45.41
3  Block_3             45.25
4  Block_4             45.25
step 26 layer number:0  UnitName  BlockTemperature
0  Block_0             48.71
1  Block_1             48.71
2  Block_2             60.30
3  Block_3             48.71
4  Block_4             48.71
layer number:1  UnitName  BlockTemperature
0  Block_0             47.22
1  Block_1             47.22
2  Block_2             49.43
3  Block_3             47.22
4  Block_4             47.22
layer number:2  UnitName  BlockTemperature
0  Block_0             45.27
1  Block_1             45.27
2  Block_2             45.43
3  Block_3             45.27
4  Block_4             45.27
step 27 layer number:0  UnitName  BlockTemperature
0  Block_0             48.78
1  Block_1             48.78
2  Block_2             60.40
3  Block_3             48.78
4  Block_4             48.78
layer number:1  UnitName  BlockTemperature
0  Block_0             47.29
1  Block_1             47.29
2  Block_2             49.52
3  Block_3             47.29
4  Block_4             47.29
layer number:2  UnitName  BlockTemperature
0  Block_0             45.29
1  Block_1             45.29
2  Block_2             45.45
3  Block_3             45.29
4  Block_4             45.29
step 28 layer number:0  UnitName  BlockTemperature
0  Block_0             48.85
1  Block_1             48.85
2  Block_2             60.49
3  Block_3             48.85
4  Block_4             48.85
layer number:1  UnitName  BlockTemperature
0  Block_0             47.36
1  Block_1             47.36
2  Block_2             49.61
3  Block_3             47.36
4  Block_4             47.36
layer number:2  UnitName  BlockTemperature
0  Block_0             45.30
1  Block_1             45.30
2  Block_2             45.48
3  Block_3             45.30
4  Block_4             45.30
step 29 layer number:0  UnitName  BlockTemperature
0  Block_0             48.91
1  Block_1             48.91
2  Block_2             60.57
3  Block_3             48.91
4  Block_4             48.91
layer number:1  UnitName  BlockTemperature
0  Block_0             47.43
1  Block_1             47.43
2  Block_2             49.69
3  Block_3             47.43
4  Block_4             47.43
layer number:2  UnitName  BlockTemperature
0  Block_0             45.32
1  Block_1             45.32
2  Block_2             45.50
3  Block_3             45.32
4  Block_4             45.32
step 30 layer number:0  UnitName  BlockTemperature
0  Block_0             48.98
1  Block_1             48.98
2  Block_2             60.66
3  Block_3             48.98
4  Block_4             48.98
layer number:1  UnitName  BlockTemperature
0  Block_0             47.49
1  Block_1             47.49
2  Block_2             49.77
3  Block_3             47.49
4  Block_4             47.49
layer number:2  UnitName  BlockTemperature
0  Block_0             45.34
1  Block_1             45.34
2  Block_2             45.52
3  Block_3             45.34
4  Block_4             45.34
